Chr10_Group_1	chr10:318076
Chr2_Group_301	chr2:58791898
Chr2_Group_160989486	chr2:160953491
Chr2_Group_303	chr2:58882765
Chr2_Group_10977585	chr2:10977585
Chr2_Group_103215410	chr2:103215410
Chr2_Group_307	chr2:59139507
Chr2_Group_157126964	chr2:157111870
Chr2_Group_309	chr2:59307725
Chr2_Group_310	chr2:59881045
Chr2_Group_311	chr2:60006705
Chr2_Group_312	chr2:60576782
Chr2_Group_314	chr2:60620286
Chr2_Group_315	chr2:60608243
Chr2_Group_316	chr2:60659307
Chr2_Group_211581245	chr2:211599069
Chr2_Group_318	chr2:60632924
Chr2_Group_320	chr2:60723266
Chr2_Group_321	chr2:60720246
Chr2_Group_20433218	chr2:20433218
Chr2_Group_323	chr2:60723672
Chr2_Group_324	chr2:60719497
Chr2_Group_325	chr2:60755506
Chr2_Group_19310918	chr2:19315860
Chr2_Group_113563361	chr2:113563361
Chr2_Group_328	chr2:61060043
Chr2_Group_329	chr2:61077054
Chr2_Group_330	chr2:61163581
Chr2_Group_331	chr2:61123918
Chr2_Group_200059212	chr2:200059212
Chr2_Group_333	chr2:61680993
Chr2_Group_334	chr2:61876965
Chr2_Group_335	chr2:62286552
Chr2_Group_336	chr2:62452661
Chr2_Group_337	chr2:62523565
Chr2_Group_338	chr2:62551896
Chr2_Group_339	chr2:62713533
Chr2_Group_340	chr2:63131731
Chr2_Group_341	chr2:63053048
Chr2_Group_342	chr2:63149557
Chr2_Group_343	chr2:63178111
Chr2_Group_344	chr2:64836267
Chr2_Group_345	chr2:64950795
Chr2_Group_346	chr2:64918070
Chr2_Group_219099484	chr2:219143692
Chr2_Group_100686173	chr2:100759195
Chr2_Group_350	chr2:65282214
Chr2_Group_351	chr2:65598300
Chr2_Group_352	chr2:65608363
Chr2_Group_354	chr2:65630613
Chr2_Group_355	chr2:65656969
Chr2_Group_356	chr2:65667272
Chr2_Group_119529829	chr2:119529829
Chr2_Group_358	chr2:66218481
Chr2_Group_359	chr2:66439289
Chr2_Group_360	chr2:66642950
Chr2_Group_362	chr2:66769721
Chr2_Group_364	chr2:66750564
Chr2_Group_402	chr2:71572455
Chr2_Group_366	chr2:66781453
Chr2_Group_367	chr2:66891388
Chr2_Group_368	chr2:66857453
Chr2_Group_370	chr2:67302743
Chr2_Group_371	chr2:67616786
Chr2_Group_372	chr2:67743608
Chr2_Group_373	chr2:67856490
Chr2_Group_121995638	chr2:122001789
Chr2_Group_375	chr2:68070057
Chr2_Group_376	chr2:68078849
Chr2_Group_377	chr2:68162546
Chr2_Group_379	chr2:68359897
Chr2_Group_165345660	chr2:165345660
Chr2_Group_381	chr2:68503044
Chr2_Group_382	chr2:68570772
Chr2_Group_383	chr2:68639313
Chr2_Group_113973632	chr2:113973632
Chr2_Group_385	chr2:68615546
Chr2_Group_386	chr2:68647095
Chr2_Group_387	chr2:68962137
Chr2_Group_388	chr2:69287943
Chr2_Group_390	chr2:69411517
Chr2_Group_391	chr2:69976384
Chr2_Group_392	chr2:70164840
Chr2_Group_393	chr2:70105174
Chr2_Group_394	chr2:70172587
Chr2_Group_395	chr2:70708324
Chr2_Group_396	chr2:70802496
Chr2_Group_113832333	chr2:113832333
Chr2_Group_398	chr2:71100105
Chr2_Group_399	chr2:71101426
Chr2_Group_400	chr2:71325355
Chr2_Group_401	chr2:71543225
Chr2_Group_199088530	chr2:199088530
Chr2_Group_403	chr2:71551621
Chr2_Group_202111380	chr2:202067664
Chr2_Group_405	chr2:72361505
Chr2_Group_407	chr2:73157395
Chr2_Group_409	chr2:73358292
Chr2_Group_410	chr2:73435142
Chr2_Group_412	chr2:73639946
Chr2_Group_413	chr2:73755821
Chr2_Group_145492382	chr2:145492382
Chr2_Group_1093	chr2:242737341
Chr2_Group_417	chr2:74202578
Chr2_Group_136907170	chr2:136907170
Chr2_Group_419	chr2:75419714
Chr2_Group_420	chr2:75473916
Chr2_Group_421	chr2:75926565
Chr2_Group_422	chr2:77088598
Chr2_Group_111831793	chr2:111844043
Chr2_Group_25369002	chr2:25407144
Chr2_Group_114090412	chr2:114098275
Chr2_Group_19730845	chr2:19730845
Chr2_Group_20881840	chr2:20881840
Chr2_Group_433	chr2:78860084
Chr2_Group_112388532	chr2:112388535
Chr2_Group_438	chr2:80281173
Chr2_Group_439	chr2:80794915
Chr2_Group_440	chr2:81762266
Chr2_Group_442	chr2:82616450
Chr2_Group_443	chr2:84017088
Chr2_Group_444	chr2:84906915
Chr2_Group_446	chr2:85484084
Chr2_Group_161923520	chr2:161922202
Chr2_Group_188242369	chr2:188242369
Chr2_Group_450	chr2:85776082
Chr2_Group_452	chr2:85909026
Chr2_Group_453	chr2:85934890
Chr2_Group_454	chr2:86996095
Chr2_Group_455	chr2:87044316
Chr2_Group_456	chr2:88404547
Chr2_Group_203676105	chr2:203822539
Chr2_Group_458	chr2:88738450
Chr2_Group_459	chr2:88909986
Chr2_Group_460	chr2:96675166
Chr2_Group_181940642	chr2:181940642
Chr2_Group_462	chr2:97201682
Chr2_Group_463	chr2:97392834
Chr2_Group_464	chr2:97607071
Chr2_Group_466	chr2:99304794
Chr2_Group_469	chr2:100289102
Chr2_Group_472	chr2:100460654
Chr2_Group_125985244	chr2:125985244
Chr2_Group_479	chr2:100805128
Chr2_Group_160690656	chr2:160647598
Chr2_Group_481	chr2:100952895
Chr2_Group_482	chr2:100924822
Chr2_Group_143886819	chr2:143859209
Chr2_Group_177054181	chr2:177054181
Chr2_Group_487	chr2:101151830
Chr2_Group_491	chr2:101424331
Chr2_Group_100753490	chr2:100753490
Chr2_Group_102986222	chr2:102977253
Chr2_Group_145783282	chr2:145774014
Chr2_Group_499	chr2:102810168
Chr2_Group_202799604	chr2:202801742
Chr2_Group_501	chr2:102851708
Chr2_Group_139467255	chr2:139467255
Chr2_Group_145646072	chr2:145685583
Chr2_Group_505	chr2:102883618
Chr2_Group_506	chr2:102969816
Chr2_Group_208003579	chr2:208001646
Chr2_Group_25129473	chr2:25194591
Chr2_Group_219755011	chr2:219755011
Chr2_Group_102930948	chr2:102938182
Chr2_Group_111876613	chr2:111932992
Chr2_Group_519	chr2:103107280
Chr2_Group_520	chr2:103149100
Chr2_Group_522	chr2:103216172
Chr2_Group_525	chr2:104090213
Chr2_Group_182157839	chr2:182157839
Chr2_Group_530	chr2:106458806
Chr2_Group_532	chr2:107982688
Chr2_Group_538	chr2:109635257
Chr2_Group_211540507	chr2:211541781
Chr2_Group_542	chr2:111616104
Chr2_Group_543	chr2:111599282
Chr2_Group_544	chr2:111607832
Chr2_Group_432	chr2:77942844
Chr2_Group_546	chr2:111750872
Chr2_Group_550	chr2:111797458
Chr2_Group_135631400	chr2:135623873
Chr2_Group_556	chr2:111910694
Chr2_Group_557	chr2:111950541
Chr2_Group_558	chr2:112010486
Chr2_Group_560	chr2:112167931
Chr2_Group_565	chr2:112665201
Chr2_Group_567	chr2:112950521
Chr2_Group_569	chr2:113590467
Chr2_Group_225180219	chr2:225113981
Chr2_Group_162818621	chr2:162837384
Chr2_Group_576	chr2:113978940
Chr2_Group_579	chr2:118282230
Chr2_Group_581	chr2:119038598
Chr2_Group_15782471	chr2:15787742
Chr2_Group_585	chr2:119541381
Chr2_Group_156752459	chr2:156687092
Chr2_Group_593	chr2:121309488
Chr2_Group_100958804	chr2:101001799
Chr2_Group_598	chr2:122401698
Chr2_Group_225439844	chr2:225415570
Chr2_Group_159199835	chr2:159199835
Chr2_Group_604	chr2:127887985
Chr2_Group_606	chr2:127894615
Chr2_Group_142615136	chr2:142615136
Chr2_Group_609	chr2:128159261
Chr2_Group_613	chr2:129457798
Chr2_Group_615	chr2:134441046
Chr2_Group_617	chr2:134840967
Chr2_Group_195199595	chr2:195199595
Chr2_Group_623	chr2:135803425
Chr2_Group_628	chr2:137925907
Chr2_Group_630	chr2:141063830
Chr2_Group_19945577	chr2:19945577
Chr2_Group_632	chr2:141721142
Chr2_Group_634	chr2:142228509
Chr2_Group_636	chr2:142767433
Chr2_Group_171360896	chr2:171360896
Chr2_Group_118835841	chr2:118835841
Chr2_Group_643	chr2:144183002
Chr2_Group_644	chr2:144154888
Chr2_Group_449	chr2:85659527
Chr2_Group_649	chr2:144560021
Chr2_Group_651	chr2:145208193
Chr2_Group_653	chr2:145270592
Chr2_Group_193984621	chr2:193984621
Chr2_Group_180738840	chr2:180727273
Chr2_Group_11727507	chr2:11724521
Chr2_Group_182012014	chr2:182016355
Chr2_Group_180566678	chr2:180566678
Chr2_Group_663	chr2:145938702
Chr2_Group_22	chr2:6569566
Chr2_Group_668	chr2:146888708
Chr2_Group_669	chr2:148716428
Chr2_Group_157358750	chr2:157370252
Chr2_Group_672	chr2:151637936
Chr2_Group_674	chr2:152137181
Chr2_Group_677	chr2:153361375
Chr2_Group_217905832	chr2:217913300
Chr2_Group_681	chr2:156883940
Chr2_Group_169757354	chr2:169757354
Chr2_Group_169792171	chr2:169792171
Chr2_Group_684	chr2:157145541
Chr2_Group_690	chr2:159899489
Chr2_Group_695	chr2:160683524
Chr2_Group_219699999	chr2:219699999
Chr2_Group_700	chr2:160754947
Chr2_Group_701	chr2:160867059
Chr2_Group_707	chr2:161333128
Chr2_Group_709	chr2:161380888
Chr2_Group_712	chr2:162043599
Chr2_Group_713	chr2:161877176
Chr2_Group_119	chr2:28014659
Chr2_Group_716	chr2:162029113
Chr2_Group_461	chr2:97230074
Chr2_Group_721	chr2:162910403
Chr2_Group_146125523	chr2:146122270
Chr2_Group_724	chr2:163260691
Chr2_Group_726	chr2:163781787
Chr2_Group_729	chr2:164567689
Chr2_Group_731	chr2:164963486
Chr2_Group_182	chr2:42181679
Chr2_Group_172851936	chr2:172851936
Chr2_Group_739	chr2:166234632
Chr2_Group_120994533	chr2:121003851
Chr2_Group_191439591	chr2:191439591
Chr2_Group_102662888	chr2:102663258
Chr2_Group_200715388	chr2:200770314
Chr2_Group_746	chr2:167992286
Chr2_Group_203519783	chr2:203519783
Chr2_Group_12890860	chr2:12920902
Chr2_Group_749	chr2:169313518
Chr2_Group_752	chr2:169777293
Chr2_Group_156013297	chr2:156013297
Chr2_Group_754	chr2:169754846
Chr2_Group_757	chr2:169840574
Chr2_Group_759	chr2:170008506
Chr2_Group_761	chr2:170117811
Chr2_Group_762	chr2:170204846
Chr2_Group_767	chr2:172369881
Chr2_Group_769	chr2:172972971
Chr2_Group_771	chr2:173404804
Chr2_Group_774	chr2:174212894
Chr2_Group_776	chr2:174297659
Chr2_Group_152226570	chr2:152226570
Chr2_Group_779	chr2:174462854
Chr2_Group_781	chr2:174742608
Chr2_Group_783	chr2:176974104
Chr2_Group_102828817	chr2:102828817
Chr2_Group_790	chr2:177111819
Chr2_Group_792	chr2:177697882
Chr2_Group_794	chr2:178565913
Chr2_Group_796	chr2:179244986
Chr2_Group_223972127	chr2:223972127
Chr2_Group_803	chr2:179985544
Chr2_Group_807	chr2:181517996
Chr2_Group_476	chr2:100670745
Chr2_Group_811	chr2:181907725
Chr2_Group_813	chr2:181996045
Chr2_Group_178684720	chr2:178684720
Chr2_Group_817	chr2:182323665
Chr2_Group_821	chr2:183274760
Chr2_Group_823	chr2:183497840
Chr2_Group_825	chr2:184492741
Chr2_Group_827	chr2:185533580
Chr2_Group_195559997	chr2:195553695
Chr2_Group_831	chr2:185811940
Chr2_Group_101147456	chr2:101147456
Chr2_Group_198304577	chr2:198533980
Chr2_Group_836	chr2:190378750
Chr2_Group_838	chr2:190441317
Chr2_Group_1407815	chr2:1412436
Chr2_Group_100608840	chr2:100593130
Chr2_Group_173546313	chr2:173546313
Chr2_Group_844	chr2:191728044
Chr2_Group_853	chr2:192117238
Chr2_Group_855	chr2:192696255
Chr2_Group_857	chr2:193925561
Chr2_Group_204610396	chr2:204611227
Chr2_Group_485	chr2:101052583
Chr2_Group_164899683	chr2:164928467
Chr2_Group_868	chr2:199666111
Chr2_Group_102800230	chr2:102800230
Chr2_Group_873	chr2:200275209
Chr2_Group_876	chr2:200676926
Chr2_Group_878	chr2:200859249
Chr2_Group_881	chr2:201146776
Chr2_Group_882	chr2:201187316
Chr2_Group_24054647	chr2:24057840
Chr2_Group_169110394	chr2:169123768
Chr2_Group_894	chr2:203338245
Chr2_Group_149	chr2:33379263
Chr2_Group_896	chr2:203532304
Chr2_Group_899	chr2:204249399
Chr2_Group_199644038	chr2:199644038
Chr2_Group_100602759	chr2:100666026
Chr2_Group_906	chr2:204716397
Chr2_Group_909	chr2:204802578
Chr2_Group_161362830	chr2:161362830
Chr2_Group_493	chr2:102413116
Chr2_Group_179839888	chr2:179839888
Chr2_Group_913	chr2:206945075
Chr2_Group_915	chr2:207281447
Chr2_Group_917	chr2:207431295
Chr2_Group_923	chr2:209051586
Chr2_Group_200164252	chr2:200163338
Chr2_Group_925	chr2:211132415
Chr2_Group_930	chr2:213296863
Chr2_Group_932	chr2:213413231
Chr2_Group_219943846	chr2:219926107
Chr2_Group_936	chr2:213898232
Chr2_Group_940	chr2:216245694
Chr2_Group_943	chr2:217481271
Chr2_Group_840	chr2:191205499
Chr2_Group_135015347	chr2:135015347
Chr2_Group_179725237	chr2:179753557
Chr2_Group_950	chr2:217893763
Chr2_Group_952	chr2:217963060
Chr2_Group_954	chr2:218146080
Chr2_Group_955	chr2:218271898
Chr2_Group_179489726	chr2:179450695
Chr2_Group_165540800	chr2:165546000
Chr2_Group_145343426	chr2:145351667
Chr2_Group_963	chr2:218723455
Chr2_Group_164019142	chr2:164019142
Chr2_Group_207308961	chr2:207308961
Chr2_Group_969	chr2:219093934
Chr2_Group_122018763	chr2:122018763
Chr2_Group_973	chr2:219751337
Chr2_Group_108943203	chr2:108943203
Chr2_Group_504	chr2:102866273
Chr2_Group_102865875	chr2:102916212
Chr2_Group_980	chr2:220118531
Chr2_Group_111752151	chr2:111752151
Chr2_Group_985	chr2:223094489
Chr2_Group_986	chr2:223034082
Chr2_Group_989	chr2:223937559
Chr2_Group_165	chr2:37220440
Chr2_Group_993	chr2:224874874
Chr2_Group_190649316	chr2:190649316
Chr2_Group_202123430	chr2:202152121
Chr2_Group_999	chr2:225816642
Chr2_Group_1000	chr2:226609241
Chr2_Group_1001	chr2:227011320
Chr2_Group_1002	chr2:227100141
Chr2_Group_1003	chr2:227036603
Chr2_Group_1004	chr2:227226952
Chr2_Group_1005	chr2:227292356
Chr2_Group_1006	chr2:227660641
Chr2_Group_1007	chr2:227915924
Chr2_Group_1008	chr2:228086920
Chr2_Group_1009	chr2:228134667
Chr2_Group_1010	chr2:228421789
Chr2_Group_1012	chr2:228519518
Chr2_Group_1013	chr2:228660237
Chr2_Group_169	chr2:37960613
Chr2_Group_144272376	chr2:144272376
Chr2_Group_1017	chr2:229320093
Chr2_Group_1018	chr2:229536211
Chr2_Group_1019	chr2:230224031
Chr2_Group_1020	chr2:231122617
Chr2_Group_112268285	chr2:112268706
Chr2_Group_1022	chr2:232378231
Chr2_Group_1024	chr2:232579379
Chr2_Group_1025	chr2:232828343
Chr2_Group_1026	chr2:232797966
Chr2_Group_1027	chr2:232946202
Chr2_Group_1028	chr2:233086817
Chr2_Group_1029	chr2:232982257
Chr2_Group_513	chr2:102965392
Chr2_Group_1032	chr2:233155110
Chr2_Group_1033	chr2:233379941
Chr2_Group_1034	chr2:233396011
Chr2_Group_1035	chr2:233385396
Chr2_Group_1036	chr2:233442091
Chr2_Group_1037	chr2:233513175
Chr2_Group_1038	chr2:233633460
Chr2_Group_1039	chr2:233592501
Chr2_Group_1040	chr2:233768965
Chr2_Group_1042	chr2:234068476
Chr2_Group_1043	chr2:234115629
Chr2_Group_1044	chr2:234172053
Chr2_Group_1045	chr2:234669144
Chr2_Group_1046	chr2:234264848
Chr2_Group_1047	chr2:234279261
Chr2_Group_1048	chr2:234303405
Chr2_Group_1049	chr2:234591719
Chr2_Group_1051	chr2:234679384
Chr2_Group_1052	chr2:234698790
Chr2_Group_1053	chr2:234756811
Chr2_Group_1054	chr2:234823265
Chr2_Group_1055	chr2:234822973
Chr2_Group_1056	chr2:235302810
Chr2_Group_1057	chr2:235563692
Chr2_Group_1058	chr2:237021346
Chr2_Group_1059	chr2:237058144
Chr2_Group_1060	chr2:237105518
Chr2_Group_1062	chr2:237497237
Chr2_Group_177	chr2:40567743
Chr2_Group_1064	chr2:237805687
Chr2_Group_1065	chr2:237933966
Chr2_Group_1066	chr2:238223955
Chr2_Group_1067	chr2:238322885
Chr2_Group_1068	chr2:238415227
Chr2_Group_1069	chr2:239069926
Chr2_Group_1070	chr2:239095422
Chr2_Group_1071	chr2:239379325
Chr2_Group_1072	chr2:239553368
Chr2_Group_1073	chr2:239695262
Chr2_Group_1074	chr2:239877148
Chr2_Group_1075	chr2:240900121
Chr2_Group_1076	chr2:241123546
Chr2_Group_1077	chr2:241495013
Chr2_Group_1078	chr2:241510903
Chr2_Group_1079	chr2:241566715
Chr2_Group_1080	chr2:241574401
Chr2_Group_1081	chr2:241579108
Chr2_Group_1082	chr2:241832550
Chr2_Group_1083	chr2:242262986
Chr2_Group_1084	chr2:242382864
Chr2_Group_174326845	chr2:174326845
Chr2_Group_1086	chr2:242267175
Chr2_Group_1087	chr2:242351250
Chr2_Group_1089	chr2:242484701
Chr2_Group_1090	chr2:242634122
Chr2_Group_1091	chr2:242695565
Chr2_Group_112129093	chr2:112133628
Chr2_Group_191931464	chr2:191938893
Chr2_Group_1099	chr2:21349421
Chr2_Group_111811665	chr2:111815161
Chr2_Group_166716499	chr2:166691851
Chr2_Group_161336406	chr2:161336406
Chr2_Group_1111	chr2:35336564
Chr2_Group_1113	chr2:43877156
Chr2_Group_527	chr2:104984387
Chr2_Group_169784413	chr2:169784413
Chr2_Group_1118	chr2:60708859
Chr2_Group_216898658	chr2:216898658
Chr2_Group_1130	chr2:80121189
Chr2_Group_1132	chr2:85801082
Chr2_Group_515	chr2:103074274
Chr2_Group_185750642	chr2:185738997
Chr2_Group_202153078	chr2:202161105
Chr2_Group_112231543	chr2:112235312
Chr2_Group_102726661	chr2:102729176
Chr2_Group_182396032	chr2:182395688
Chr2_Group_193	chr2:43325570
Chr2_Group_1162	chr2:135592381
Chr2_Group_785	chr2:176993583
Chr2_Group_15598740	chr2:15598740
Chr2_Group_1175	chr2:179300971
Chr2_Group_380	chr2:68482713
Chr2_Group_171536325	chr2:171538397
Chr2_Group_1184	chr2:206318593
Chr2_Group_1185	chr2:208523826
Chr2_Group_1186	chr2:215699447
Chr2_Group_170194459	chr2:170194459
Chr2_Group_181550962	chr2:181550962
Chr2_Group_218999982	chr2:218951154
Chr2_Group_191832264	chr2:191832264
Chr2_Group_219983030	chr2:219966107
Chr2_Group_146023607	chr2:146023607
Chr2_Group_213890232	chr2:213880970
Chr2_Group_1063	chr2:237776165
Chr2_Group_169893419	chr2:169893419
Chr2_Group_166978750	chr2:166978750
Chr2_Group_203	chr2:43638838
Chr2_Group_545	chr2:111698040
Chr2_Group_204	chr2:43721508
Chr2_Group_223068286	chr2:223068286
Chr2_Group_177022158	chr2:177032692
Chr2_Group_25040082	chr2:24888957
Chr2_Group_101776932	chr2:101776932
Chr2_Group_15863002	chr2:15863002
Chr2_Group_204643194	chr2:204643194
Chr2_Group_128177377	chr2:128177377
Chr2_Group_202880230	chr2:202880230
Chr2_Group_210	chr2:44480950
Chr2_Group_162852079	chr2:162851613
Chr2_Group_552	chr2:111849659
Chr2_Group_175467769	chr2:175467769
Chr2_Group_16620803	chr2:16620803
Chr2_Group_220081416	chr2:220123471
Chr2_Group_201909515	chr2:201909515
Chr2_Group_161854736	chr2:161854736
Chr2_Group_384	chr2:68598955
Chr2_Group_142069014	chr2:142069014
Chr2_Group_213394712	chr2:213394712
Chr2_Group_100762937	chr2:100762937
Chr2_Group_142959931	chr2:143001608
Chr2_Group_184556860	chr2:184556860
Chr2_Group_117323073	chr2:117323073
Chr2_Group_863	chr2:198881668
Chr2_Group_112500035	chr2:112500035
Chr2_Group_225	chr2:46357036
Chr2_Group_121306440	chr2:121306440
Chr2_Group_127892810	chr2:127892118
Chr2_Group_418	chr2:74208362
Chr2_Group_100912463	chr2:100912463
Chr2_Group_166577489	chr2:166596019
Chr2_Group_222760279	chr2:222760279
Chr2_Group_890	chr2:202215492
Chr2_Group_119610406	chr2:119610406
Chr2_Group_229	chr2:46372644
Chr2_Group_103042401	chr2:103042401
Chr2_Group_571	chr2:113837765
Chr2_Group_192017771	chr2:192014129
Chr2_Group_217652591	chr2:217652591
Chr2_Group_224914800	chr2:224914800
Chr2_Group_202154397	chr2:202154397
Chr2_Group_206435709	chr2:206435709
Chr2_Group_215453227	chr2:215484462
Chr2_Group_235	chr2:46552601
Chr2_Group_102776202	chr2:102776360
Chr2_Group_185601420	chr2:185601420
Chr2_Group_218733965	chr2:218733965
Chr2_Group_238	chr2:47030363
Chr2_Group_160794008	chr2:160836186
Chr2_Group_177642910	chr2:177642910
Chr2_Group_145286559	chr2:145286559
Chr2_Group_457	chr2:88659588
Chr2_Group_111908262	chr2:111910612
Chr2_Group_103054767	chr2:103054767
Chr2_Group_25488819	chr2:25495685
Chr2_Group_799	chr2:179647546
Chr2_Group_587	chr2:119632252
Chr2_Group_192587204	chr2:192587204
Chr2_Group_246	chr2:49052255
Chr2_Group_100306378	chr2:100327525
Chr2_Group_110284236	chr2:110284236
Chr2_Group_25116977	chr2:25116977
Chr2_Group_191964633	chr2:191933695
Chr2_Group_199514275	chr2:199513943
Chr2_Group_213826151	chr2:213827116
Chr2_Group_202249708	chr2:202308648
Chr2_Group_207244783	chr2:207244783
Chr2_Group_161902067	chr2:161902067
Chr2_Group_163128824	chr2:163128824
Chr2_Group_199745018	chr2:199757100
Chr2_Group_160677375	chr2:160677375
Chr2_Group_148618754	chr2:148775107
Chr2_Group_217894403	chr2:217901694
Chr2_Group_104631814	chr2:104631814
Chr2_Group_257	chr2:52983773
Chr2_Group_24247818	chr2:24247248
Chr2_Group_103120400	chr2:103120400
Chr2_Group_101314069	chr2:101314069
Chr2_Group_123225623	chr2:123225623
Chr2_Group_218041883	chr2:218041883
Chr2_Group_21263900	chr2:21263900
Chr2_Group_203832867	chr2:203832867
Chr2_Group_177761828	chr2:177761828
Chr2_Group_169721381	chr2:169721381
Chr2_Group_666	chr2:146428031
Chr2_Group_145839655	chr2:145820558
Chr2_Group_263	chr2:54347750
Chr2_Group_217625523	chr2:217626976
Chr2_Group_109575736	chr2:109578527
Chr2_Group_173311553	chr2:173311553
Chr2_Group_102915662	chr2:102915662
Chr2_Group_189750863	chr2:189750863
Chr2_Group_204721752	chr2:204731213
Chr2_Group_170094169	chr2:170094169
Chr2_Group_271	chr2:55516323
Chr2_Group_188083123	chr2:188208093
Chr2_Group_162092640	chr2:162092640
Chr2_Group_182349409	chr2:182349409
Chr2_Group_218669225	chr2:218669225
Chr2_Group_111607401	chr2:111617067
Chr2_Group_205385322	chr2:205385322
Chr2_Group_183376487	chr2:183376487
Chr2_Group_176991857	chr2:176991857
Chr2_Group_191737464	chr2:191739330
Chr2_Group_105864826	chr2:105867802
Chr2_Group_619	chr2:135539967
Chr2_Group_601	chr2:124753156
Chr2_Group_163110536	chr2:163117293
Chr2_Group_280	chr2:56095994
Chr2_Group_11660955	chr2:11660955
Chr2_Group_25030301	chr2:25030301
Chr2_Group_219020958	chr2:219020958
Chr2_Group_19412639	chr2:19412639
Chr2_Group_283	chr2:56589916
Chr2_Group_966	chr2:219010146
Chr2_Group_21217490	chr2:21230745
Chr2_Group_152981335	chr2:152969373
Chr2_Group_199632565	chr2:199635627
Chr2_Group_218294217	chr2:218294333
Chr2_Group_200402624	chr2:200402624
Chr2_Group_198383299	chr2:198636278
Chr2_Group_24694472	chr2:24694472
Chr2_Group_10710730	chr2:10710730
Chr2_Group_112770770	chr2:112770770
Chr2_Group_107613912	chr2:107613912
Chr2_Group_190432985	chr2:190432985
Chr2_Group_25482970	chr2:25484870
Chr2_Group_151725792	chr2:151725792
Chr2_Group_225750753	chr2:225758458
Chr2_Group_448	chr2:85491365
Chr2_Group_16733928	chr2:16731642
Chr2_Group_200986345	chr2:200986345
Chr2_Group_218472172	chr2:218469196
Chr2_Group_207646674	chr2:207646674
Chr2_Group_374	chr2:67852689
Chr2_Group_979	chr2:220028900
Chr2_Group_219279097	chr2:219473680
Chr2_Group_160190209	chr2:160190209
Chr2_Group_136892165	chr2:136891216
Chr2_Group_641	chr2:143958745
Chr2_Group_983	chr2:220299541
Chr2_Group_218683154	chr2:218675943
Chr2_Group_302	chr2:58833493
Chr2_Group_102948632	chr2:103017701
Chr2_Group_947	chr2:217682779
Chr2_Group_145141541	chr2:145141541
Chr2_Group_305	chr2:58980866
Chr2_Group_183703336	chr2:183703336
Chr2_Group_23899948	chr2:24068326
Chr2_Group_306	chr2:58935282
Chr2_Group_119334704	chr2:119421155
Chr2_Group_308	chr2:59316015
Chr2_Group_991	chr2:224306859
Chr2_Group_121239360	chr2:121242241
